"AppID"	"Price"	"Category_new"	"Subcategory_new"	"IsFree"	"RateC_avg"	"RateC_n"	"RateA_avg"	"RateA_n"	"DaysSinceUpdate"
70092	"Free"	"lifestyle"	"social networking"	TRUE	3.5	72476	3.5	72476	
70095	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	1695	185
70098	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	500	185
70100	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	4	671	101
70122	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	592	97
70137	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	444	185
70138	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3.5	1435	96
70139	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	4372	97
70141	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	51	3.5	803	1345
70143	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3.5	329	97
70159	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	1670	97
70160	"$0.99"	"lifestyle"	"education"	FALSE		0	3	94	517
70175	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	30	603
70177	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	120	97
70178	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	1027	97
70179	"Free"	"lifestyle"	"lifestyle"	TRUE	4	107	4.5	641	382
70180	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	16	4	204	435
70182	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4.5	287	5
70186	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	54	502
70195	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	45	117
70265	"Free"	"lifestyle"	"lifestyle"	TRUE	4	34	4	34	
70268	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	48	97
70269	"Free"	"lifestyle"	"health and fitness"	TRUE	2.5	145	2.5	145	
70306	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3.5	108	97
70315	"$1.99"	"lifestyle"	"reference"	FALSE	5	19	4.5	116	369
70337	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	134	122
70348	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	225	117
70358	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3.5	138	97
70359	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	164	117
70361	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	698	97
70363	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	303	2.5	478	2138
70367	"$4.99"	"lifestyle"	"reference"	FALSE	3.5	15	4.5	267	109
70379	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3.5	89	97
70390	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	46	4.5	46	
70402	"Free"	"social networking"	"lifestyle"	TRUE	2.5	27	3	3086	26
70403	"Free"	"social networking"	"lifestyle"	TRUE	1.5	47	2.5	614	234
70442	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	36	87
70455	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	7	4	34	178
70463	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	1752	153
70473	"Free"	"lifestyle"	"news"	TRUE		0	4.5	56	99
70520	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	2070	27
70521	"Free"	"lifestyle"	"lifestyle"	TRUE	4	15	3.5	3538	27
70528	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	141	207
70529	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	82	211
70538	"Free"	"lifestyle"	"health and fitness"	TRUE	3	22	3	31	1693
70562	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	12	3	39	33
70577	"Free"	"lifestyle"	"business"	TRUE	3.5	22	3.5	1197	479
70607	"$0.99"	"lifestyle"	"utilities"	FALSE	2	12	3.5	52	1874
70618	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	87	43
70623	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	85	30
70625	"$2.99"	"lifestyle"	"lifestyle"	FALSE	2.5	10	2.5	73	227
70630	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4	58	27
70645	"Free"	"lifestyle"	"entertainment"	TRUE		0	4	83	151
70654	"Free"	"lifestyle"	"news"	TRUE		0	3	35	12
70670	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	436	89
70693	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	21	3.5	35	1710
70699	"Free"	"lifestyle"	"productivity"	TRUE	5	6	3	524	3
70703	"Free"	"lifestyle"	"travel"	TRUE		0	3.5	68	3
70704	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	178	4	2083	50
70709	"Free"	"lifestyle"	"games"	TRUE	4	47	4	47	
70723	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	16	3.5	276	19
70759	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	750	605
70786	"$1.99"	"lifestyle"	"health and fitness"	FALSE	1.5	27	3.5	4760	291
70788	"$1.99"	"lifestyle"	"health and fitness"	FALSE	3	13	3.5	47	1076
70802	"Free"	"lifestyle"	"food and drink"	TRUE	4.5	9	4	151	42
70805	"Free"	"lifestyle"	"medical"	TRUE	2.5	46	2.5	154	1723
70810	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	1304	1
70815	"$0.99"	"lifestyle"	"games"	FALSE		0	4.5	34	302
70816	"Free"	"lifestyle"	"games"	TRUE		0	4.5	131	47
70821	"Free"	"lifestyle"	"utilities"	TRUE	2	100	2	129	2126
70833	"Free"	"lifestyle"	"sports"	TRUE	3.5	11	4	33	905
70842	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	84	37
70862	"$0.99"	"lifestyle"	"sports"	FALSE	2.5	321	2.5	321	
70979	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	229	2
70983	"Free"	"lifestyle"	"travel"	TRUE	2	10	2	301	11
71015	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	36	4.5	109	119
71019	"$1.99"	"lifestyle"	"lifestyle"	FALSE	3	53	3	53	
71036	"Free"	"lifestyle"	"music"	TRUE	5	26	5	38	415
71042	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	39	80
71053	"Free"	"lifestyle"	"health and fitness"	TRUE	3.5	14	3	43	467
71082	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	387	360
71085	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	468	360
71086	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	176	615
71093	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	230	992
71097	"$3.99"	"lifestyle"	"lifestyle"	FALSE		0	3.5	45	68
71098	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	65	18
71109	"$1.99"	"lifestyle"	"health and fitness"	FALSE	5	5	4.5	47	562
71123	"$1.99"	"lifestyle"	"health and fitness"	FALSE	2	5	4	30	557
71127	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	50	2.5	50	
71128	"Free"	"lifestyle"	"health and fitness"	TRUE		0	3.5	32	291
71134	"Free"	"lifestyle"	"lifestyle"	TRUE	4	5	3.5	521	40
71148	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	699	2.5	699	
71153	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	62	2.5	978	1791
71155	"Free"	"lifestyle"	"entertainment"	TRUE	3	384	3	384	
71157	"$0.99"	"lifestyle"	"lifestyle"	FALSE	4	13	3.5	412	1103
71180	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	18	3	31	1930
71305	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	103	4.5	170	235
71312	"Free"	"lifestyle"	"social networking"	TRUE		0	2	49	804
71324	"$1.99"	"lifestyle"	"health and fitness"	FALSE	4	21	4	88	178
71327	"$2.99"	"lifestyle"	"lifestyle"	FALSE		0	4.5	41	2
71340	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	94	1012
71343	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	143	4.5	144	843
71344	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	202	4.5	202	
71345	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	59	4.5	59	
71346	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	134	4.5	134	748
71348	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	72	4.5	72	864
71350	"$3.99"	"lifestyle"	"health and fitness"	FALSE	5	5	4.5	45	439
71360	"$2.99"	"lifestyle"	"lifestyle"	FALSE		0	3	55	181
71363	"$1.99"	"lifestyle"	"lifestyle"	FALSE	2.5	16	3	89	1718
71372	"$5.99"	"lifestyle"	"lifestyle"	FALSE	4.5	52	5	169	149
71377	"Free"	"lifestyle"	"productivity"	TRUE	4.5	54	4.5	86	1326
71397	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3.5	33	312
71416	"$0.99"	"lifestyle"	"social networking"	FALSE		0	3.5	41	208
71423	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	222	4	5757	650
71448	"Free"	"lifestyle"	"lifestyle"	TRUE	4	40	4	40	922
71452	"Free"	"lifestyle"	"lifestyle"	TRUE	4	220	4	220	
71472	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	100	1454
71485	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	189	3	189	2299
71491	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	124	3.5	124	
71518	"$1.99"	"lifestyle"	"entertainment"	FALSE	2.5	85	2.5	196	2217
71539	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	49	136
71562	"Free"	"lifestyle"	"lifestyle"	TRUE	3	134	3	134	
71621	"Free"	"lifestyle"	"entertainment"	TRUE	2	458	2	458	
71723	"Free"	"lifestyle"	"finance"	TRUE		0	2.5	49	94
71727	"Free"	"lifestyle"	"finance"	TRUE		0	2.5	53	87
71791	"Free"	"lifestyle"	"health and fitness"	TRUE		0	2	309	374
71800	"Free"	"lifestyle"	"games"	TRUE	3.5	21	4	678	425
71805	"Free"	"weather"	"lifestyle"	TRUE		0	2.5	438	1171
71807	"$0.99"	"lifestyle"	"games"	FALSE	2.5	34	2.5	34	
71829	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4	64	4.5	151	978
71874	"$0.99"	"lifestyle"	"utilities"	FALSE	2	32	2	33	1202
71878	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	43	1429
71879	"$0.99"	"lifestyle"	"utilities"	FALSE		0	3.5	48	1647
71880	"Free"	"lifestyle"	"utilities"	TRUE	2.5	78	3	177	1647
71881	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	44	2.5	702	1441
71886	"Free"	"lifestyle"	"lifestyle"	TRUE	2	10	2.5	79	454
71890	"$0.99"	"lifestyle"	"photo and video"	FALSE	3.5	241	3.5	241	
71891	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	80	2.5	454	857
71894	"$0.99"	"lifestyle"	"lifestyle"	FALSE	4.5	56	4.5	56	
71895	"$0.99"	"lifestyle"	"utilities"	FALSE	3	38	3.5	84	1541
71902	"$0.99"	"lifestyle"	"entertainment"	FALSE	4	107	4	152	1439
71904	"Free"	"lifestyle"	"utilities"	TRUE	4.5	1085	4.5	8848	722
71905	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4	67	3.5	153	1264
71908	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4.5	46	4	2525	389
71909	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	73	4	27397	23
71918	"$1.99"	"lifestyle"	"lifestyle"	FALSE		0	3	65	25
71919	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	25	2.5	77	869
71921	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	88	4.5	8585	389
71936	"$0.99"	"lifestyle"	"social networking"	FALSE	3	24	3.5	51	1593
71938	"Free"	"lifestyle"	"photo and video"	TRUE	1.5	27	2	32	899
71939	"$0.99"	"lifestyle"	"travel"	FALSE		0	3	35	442
71963	"$1.99"	"lifestyle"	"photo and video"	FALSE	2.5	21	3	38	1285
72014	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	7	4	31	594
72026	"$3.99"	"lifestyle"	"productivity"	FALSE	2	49	2	80	1878
72029	"$0.99"	"lifestyle"	"productivity"	FALSE	3	26	3.5	46	663
72030	"Free"	"lifestyle"	"lifestyle"	TRUE	4	48	3.5	1128	137
72031	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	10	4	200	139
72038	"Free"	"lifestyle"	"lifestyle"	TRUE	4	6	4.5	31	601
72050	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	41	2.5	41	
72051	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	63	3.5	63	
72099	"$5.99"	"lifestyle"	"health and fitness"	FALSE		0	3	61	62
72231	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	6	4	34	85
72240	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	54	856
72242	"Free"	"lifestyle"	"travel"	TRUE	4	26	4.5	4556	31
72247	"Free"	"lifestyle"	"food and drink"	TRUE		0	2	52	4
72283	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	15	4	8478	34
72327	"Free"	"lifestyle"	"food and drink"	TRUE		0	4.5	33	95
72342	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	32	4.5	32	
72348	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	64	3	64	
72354	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	59	151
72357	"Free"	"lifestyle"	"entertainment"	TRUE	3	27	3	61	1532
72376	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	148	179
72381	"Free"	"lifestyle"	"entertainment"	TRUE	4	82	4	83	1529
72408	"Free"	"social networking"	"lifestyle"	TRUE	5	17	4.5	88	97
72450	"$1.99"	"lifestyle"	"lifestyle"	FALSE	2	30	2	30	
72470	"Free"	"social networking"	"lifestyle"	TRUE		0	3	47	129
72496	"Free"	"lifestyle"	"health and fitness"	TRUE	5	28	4	123	75
72508	"Free"	"lifestyle"	"social networking"	TRUE	2.5	251	2.5	251	
72519	"Free"	"social networking"	"lifestyle"	TRUE	5	5	4.5	106	27
72532	"Free"	"lifestyle"	"entertainment"	TRUE	3	18	2	95	1579
72556	"$0.99"	"lifestyle"	"utilities"	FALSE		0	3	40	1790
72572	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3.5	34	3.5	34	
72576	"$0.99"	"lifestyle"	"photo and video"	FALSE	3.5	180	3.5	838	1039
72578	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4	141	4	141	
72603	"$2.99"	"lifestyle"	"productivity"	FALSE		0	4.5	37	26
72604	"$2.99"	"lifestyle"	"productivity"	FALSE	5	6	4.5	149	26
72624	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	94	2.5	230	1902
72654	"Free"	"lifestyle"	"entertainment"	TRUE	4	12	4.5	237	35
72665	"Free"	"lifestyle"	"utilities"	TRUE	2.5	24	2.5	619	1529
72718	"Free"	"lifestyle"	"food and drink"	TRUE		0	3	103	206
72752	"Free"	"lifestyle"	"travel"	TRUE	4	5	4	32	653
72772	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3.5	36	966
72787	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	62	88
72791	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	59	35
72795	"Free"	"lifestyle"	"lifestyle"	TRUE	5	18	3.5	1595	43
72883	"Free"	"lifestyle"	"health and fitness"	TRUE	5	7	4	66	23
72905	"Free"	"lifestyle"	"health and fitness"	TRUE	5	9	4.5	417	34
72907	"Free"	"lifestyle"	"lifestyle"	TRUE	3	25	3.5	68	1354
72912	"Free"	"lifestyle"	"utilities"	TRUE	1.5	9	1.5	47	198
72917	"Free"	"lifestyle"	"lifestyle"	TRUE	1	37	1	37	255
72918	"Free"	"lifestyle"	"lifestyle"	TRUE	5	13	3	83	1622
72921	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	53	169
72929	"Free"	"lifestyle"	"health and fitness"	TRUE		0	3	40	1173
73018	"$1.99"	"lifestyle"	"photo and video"	FALSE	2.5	5	4	104	424
73039	"Free"	"lifestyle"	"finance"	TRUE	4.5	7	3.5	262	6
73082	"Free"	"lifestyle"	"lifestyle"	TRUE	5	9	4.5	3937	6
73089	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	481	2.5	481	
73096	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	67	101
73101	"Free"	"lifestyle"	"photo and video"	TRUE		0	4	42	186
73102	"$2.99"	"lifestyle"	"lifestyle"	FALSE	4.5	7	3.5	55	1269
73103	"$3.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	83	829
73107	"Free"	"lifestyle"	"books"	TRUE	4.5	30	3.5	2766	41
73119	"Free"	"lifestyle"	"entertainment"	TRUE		0	4.5	44	114
73122	"Free"	"lifestyle"	"health and fitness"	TRUE	4	5	2.5	57	10
73134	"$0.99"	"lifestyle"	"food and drink"	FALSE	4.5	47	4	175	912
73148	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	830	552
73228	"Free"	"lifestyle"	"utilities"	TRUE	2	36	2	36	
73233	"Free"	"lifestyle"	"photo and video"	TRUE	2.5	27	3	1846	788
73261	"Free"	"lifestyle"	"photo and video"	TRUE	2	45	2	67	2061
73278	"Free"	"lifestyle"	"entertainment"	TRUE	3	33	4	153315	6
73322	"$2.99"	"lifestyle"	"music"	FALSE	4.5	22	4.5	78	587
73343	"Free"	"lifestyle"	"business"	TRUE		0	3.5	119	2
73478	"Free"	"social networking"	"lifestyle"	TRUE		0	4	56	13
73481	"Free"	"lifestyle"	"games"	TRUE		0	2.5	47	22
73484	"Free"	"lifestyle"	"photo and video"	TRUE		0	3.5	50	8
73492	"Free"	"lifestyle"	"photo and video"	TRUE		0	4	61	16
73500	"$1.99"	"lifestyle"	"lifestyle"	FALSE	5	137	5	461	262
73501	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	27	4.5	180	262
73558	"$0.99"	"lifestyle"	"food and drink"	FALSE		0	1.5	102	1041
73561	"$1.99"	"lifestyle"	"lifestyle"	FALSE		0	4	244	138
73564	"$0.99"	"lifestyle"	"news"	FALSE		0	4.5	150	138
73571	"Free"	"social networking"	"lifestyle"	TRUE		0	3.5	55	219
73590	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	40	265
73602	"Free"	"lifestyle"	"sports"	TRUE		0	5	51	36
73604	"Free"	"lifestyle"	"lifestyle"	TRUE	5	5	4	30	184
73634	"Free"	"lifestyle"	"lifestyle"	TRUE		0	5	45	116
73636	"Free"	"lifestyle"	"health and fitness"	TRUE	5	2519	5	5120	182
73637	"$2.99"	"lifestyle"	"health and fitness"	FALSE	5	997	5	1733	397
73673	"Free"	"lifestyle"	"lifestyle"	TRUE	5	925	4.5	2865	219
73687	"$1.99"	"lifestyle"	"food and drink"	FALSE		0	2.5	37	19
73710	"$0.99"	"lifestyle"	"reference"	FALSE		0	2.5	272	41
73722	"Free"	"lifestyle"	"lifestyle"	TRUE	4	38	4.5	46	1591
73728	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	179	4.5	249	634
73741	"Free"	"lifestyle"	"travel"	TRUE	5	34	5	34	
73756	"Free"	"lifestyle"	"lifestyle"	TRUE	3	35	2.5	64	1797
73761	"$9.99"	"lifestyle"	"productivity"	FALSE		0	4	53	181
73775	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4.5	59	4.5	99	1559
73802	"Free"	"social networking"	"lifestyle"	TRUE	4.5	71	4.5	226	290
73804	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	286	5	1710	41
73819	"Free"	"lifestyle"	"utilities"	TRUE	1.5	30	2	38	752
73825	"Free"	"social networking"	"lifestyle"	TRUE		0	4.5	36	83
73826	"Free"	"social networking"	"lifestyle"	TRUE		0	3.5	220	144
73830	"Free"	"lifestyle"	"social networking"	TRUE		0	4.5	329	100
73836	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	337	3.5	447	135
73855	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	123	4.5	1470	30
73864	"Free"	"social networking"	"lifestyle"	TRUE	4.5	76	4	105	194
73883	"Free"	"lifestyle"	"social networking"	TRUE		0	3.5	79	62
73888	"Free"	"social networking"	"lifestyle"	TRUE		0	3	113	359
73889	"Free"	"lifestyle"	"photo and video"	TRUE	3.5	18	3.5	63	230
73903	"Free"	"lifestyle"	"lifestyle"	TRUE	3	40	3	40	
73919	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	28	4.5	105	373
73922	"Free"	"lifestyle"	"games"	TRUE		0	4	416	39
73927	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4	86	4.5	951	337
73937	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	14	4	54	58
73944	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	129	4.5	698	373
73946	"Free"	"lifestyle"	"health and fitness"	TRUE	4	13	4.5	69	373
73948	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	56	155
73951	"Free"	"social networking"	"lifestyle"	TRUE	4	5	4.5	144	37
73958	"$1.99"	"lifestyle"	"health and fitness"	FALSE	4.5	179	4.5	541	373
73966	"Free"	"lifestyle"	"health and fitness"	TRUE		0	4.5	49	373
73971	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	158	4.5	158	
73980	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	835	4.5	6601	118
73987	"Free"	"social networking"	"lifestyle"	TRUE	2	99	2	111	1582
73988	"$1.99"	"lifestyle"	"photo and video"	FALSE		0	2.5	69	436
73992	"Free"	"lifestyle"	"photo and video"	TRUE		0	2.5	35	627
73993	"Free"	"social networking"	"lifestyle"	TRUE	5	155	5	1508	52
74006	"Free"	"lifestyle"	"food and drink"	TRUE	2.5	684	2.5	733	2006
74010	"$1.99"	"lifestyle"	"photo and video"	FALSE	4	56	4	159	520
74014	"Free"	"lifestyle"	"photo and video"	TRUE		0	4.5	33	5
74019	"Free"	"lifestyle"	"photo and video"	TRUE	3	53	3	5273	537
74020	"$2.99"	"lifestyle"	"photo and video"	FALSE		0	3	846	472
74028	"Free"	"social networking"	"lifestyle"	TRUE	2.5	30	2.5	48	324
74046	"Free"	"lifestyle"	"lifestyle"	TRUE	4	9	4.5	31	931
74049	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	17	4	32	507
74071	"Free"	"lifestyle"	"utilities"	TRUE	2	9	3	250	16
74072	"Free"	"lifestyle"	"utilities"	TRUE	2.5	44	3	90	977
74077	"$2.99"	"lifestyle"	"lifestyle"	FALSE	2.5	16	2.5	60	1117
74105	"Free"	"lifestyle"	"lifestyle"	TRUE	4	13	4	294	27
74111	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	657	80
74114	"Free"	"lifestyle"	"lifestyle"	TRUE	3	18	3.5	2075	108
74119	"Free"	"lifestyle"	"lifestyle"	TRUE	4	6	3.5	82	801
74121	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	2.5	30	1292
74122	"Free"	"lifestyle"	"entertainment"	TRUE	3	6	2	226	1591
74123	"Free"	"lifestyle"	"entertainment"	TRUE	2	7	2	132	1591
74126	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	11	3	152	1649
74181	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	12	3	508	237
74185	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	165	24
74191	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	6	2	32	471
74286	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4.5	54	4.5	54	
74287	"$1.99"	"lifestyle"	"lifestyle"	FALSE		0	4.5	134	1264
74288	"$4.99"	"lifestyle"	"lifestyle"	FALSE	4.5	31	4.5	31	
74304	"$7.99"	"lifestyle"	"lifestyle"	FALSE	3.5	9	4.5	871	19
74321	"$0.99"	"lifestyle"	"lifestyle"	FALSE	1	6	1.5	36	1720
74337	"Free"	"lifestyle"	"productivity"	TRUE		0	3.5	39	220
74424	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	583	572
74436	"$4.99"	"lifestyle"	"health and fitness"	FALSE	4	39	4	40	1349
74457	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	90	254
74467	"Free"	"lifestyle"	"lifestyle"	TRUE	3	207	2.5	1386	2165
74468	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	273	2.5	273	
74472	"Free"	"lifestyle"	"lifestyle"	TRUE	3	19	3.5	68	923
74506	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	49	897
74516	"$3.99"	"lifestyle"	"productivity"	FALSE	4.5	16	4	168	381
74517	"$2.99"	"lifestyle"	"lifestyle"	FALSE	4	9	4.5	30	99
74518	"Free"	"lifestyle"	"lifestyle"	TRUE	5	8	5	122	33
74543	"Free"	"lifestyle"	"entertainment"	TRUE	1.5	222	1.5	333	593
74555	"Free"	"social networking"	"lifestyle"	TRUE		0	3	130	17
74568	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	63	4.5	181	104
74571	"Free"	"lifestyle"	"photo and video"	TRUE		0	4.5	33	55
74613	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	20	2.5	66	208
74620	"$2.99"	"lifestyle"	"finance"	FALSE		0	4	45	72
74645	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	49	201
74689	"Free"	"lifestyle"	"entertainment"	TRUE	2	35	2	35	
74691	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	2820	2.5	2820	
74729	"Free"	"lifestyle"	"travel"	TRUE	4.5	296	4.5	296	
74746	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	185	431
74751	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	7	2.5	323	18
74760	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	44	2.5	96	1782
74775	"$0.99"	"lifestyle"	"reference"	FALSE	3.5	81	3.5	92	2305
74832	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	39	4.5	39	
74916	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	10	4	33	490
74921	"Free"	"lifestyle"	"reference"	TRUE	4.5	15	5	31	631
74922	"Free"	"lifestyle"	"games"	TRUE	3.5	153	3.5	153	
74924	"Free"	"lifestyle"	"entertainment"	TRUE	4	56	4	56	
74934	"Free"	"lifestyle"	"utilities"	TRUE	4.5	121	4	2419	814
74935	"$1.99"	"lifestyle"	"utilities"	FALSE	4.5	202	4.5	1168	814
74936	"$2.99"	"lifestyle"	"utilities"	FALSE	4.5	174	4.5	177	814
74941	"Free"	"lifestyle"	"utilities"	TRUE	4	53	4	54	1285
74973	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4.5	50	4.5	55	1523
75013	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	41	2.5	41	
75039	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4.5	47	391
75058	"Free"	"lifestyle"	"news"	TRUE	5	695	5	1145	48
75072	"$4.99"	"lifestyle"	"travel"	FALSE		0	4.5	38	3
75081	"Free"	"lifestyle"	"news"	TRUE		0	2	41	975
75101	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	8	3.5	34	908
75119	"$0.99"	"lifestyle"	"entertainment"	FALSE	1.5	124	1.5	172	1762
75183	"Free"	"lifestyle"	"food and drink"	TRUE		0	4	41	577
75192	"$0.99"	"lifestyle"	"food and drink"	FALSE	2.5	38	2.5	45	1825
75196	"Free"	"lifestyle"	"food and drink"	TRUE	2	33	2	44	1630
