"AppID"	"Price"	"Category_new"	"Subcategory_new"	"IsFree"	"RateC_avg"	"RateC_n"	"RateA_avg"	"RateA_n"	"Updated"
54698	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	3777	4.5	10597	FALSE
54699	"Free"	"lifestyle"	"lifestyle"	TRUE	4	1436	4.5	10823	FALSE
54704	"Free"	"lifestyle"	"lifestyle"	TRUE	3	655	3	655	FALSE
54706	"Free"	"lifestyle"	"lifestyle"	TRUE	3	22	2	304	FALSE
54708	"Free"	"lifestyle"	"lifestyle"	TRUE	4	20	3.5	42	FALSE
54709	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	10	3.5	414	FALSE
54712	"Free"	"lifestyle"	"lifestyle"	TRUE	3	541	3	541	FALSE
54730	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	158	TRUE
54753	"Free"	"lifestyle"	"utilities"	TRUE	3	9	3.5	17214	FALSE
54756	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	218	FALSE
54757	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	385	FALSE
54759	"Free"	"lifestyle"	"health and fitness"	TRUE	2	8	2	135	FALSE
54760	"$1.99"	"lifestyle"	"productivity"	FALSE	4.5	23	3.5	73	FALSE
54781	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	85	4	587	FALSE
54783	"Free"	"lifestyle"	"health and fitness"	TRUE		0	2	239	FALSE
54790	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	57	FALSE
54792	"Free"	"lifestyle"	"lifestyle"	TRUE	2	135	2	135	FALSE
54794	"Free"	"lifestyle"	"entertainment"	TRUE	1	5	3	61	FALSE
54795	"Free"	"lifestyle"	"utilities"	TRUE		0	3	38	FALSE
54796	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	273	TRUE
54797	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	162	TRUE
54800	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	96	FALSE
54809	"Free"	"lifestyle"	"utilities"	TRUE		0	3.5	50	FALSE
54816	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	315	2.5	344	FALSE
54818	"Free"	"lifestyle"	"utilities"	TRUE	4.5	292	4	39436	TRUE
54828	"$0.99"	"lifestyle"	"travel"	FALSE	3	201	3	201	FALSE
54834	"Free"	"lifestyle"	"lifestyle"	TRUE	3	348	3	381	FALSE
54836	"Free"	"lifestyle"	"lifestyle"	TRUE	4	19	4.5	784	TRUE
54839	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	5	2	74	FALSE
54841	"Free"	"lifestyle"	"photo and video"	TRUE		0	2.5	2019	FALSE
54844	"Free"	"lifestyle"	"food and drink"	TRUE		0	3	56	FALSE
54848	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	923	FALSE
54850	"$0.99"	"lifestyle"	"entertainment"	FALSE	4.5	7	3.5	32	FALSE
54854	"$0.99"	"lifestyle"	"travel"	FALSE	3.5	95	3.5	114	FALSE
54855	"$0.99"	"lifestyle"	"travel"	FALSE	3	105	3	150	FALSE
54869	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	34	3.5	1626	FALSE
54870	"Free"	"lifestyle"	"lifestyle"	TRUE	4	67	4	1379	FALSE
54872	"Free"	"lifestyle"	"reference"	TRUE	2.5	1976	2.5	2145	FALSE
54885	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	1482	FALSE
54888	"$0.99"	"lifestyle"	"travel"	FALSE	3	213	3	411	FALSE
54889	"Free"	"lifestyle"	"utilities"	TRUE	4	126	4	128	FALSE
54891	"$0.99"	"lifestyle"	"travel"	FALSE	3.5	71	3.5	86	FALSE
54893	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	53	4.5	642	TRUE
54894	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	109	FALSE
54897	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	77	FALSE
54898	"Free"	"lifestyle"	"entertainment"	TRUE	3	8	3.5	73	FALSE
54899	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	307	FALSE
54901	"Free"	"lifestyle"	"photo and video"	TRUE	5	1220	5	8799	TRUE
54904	"Free"	"lifestyle"	"lifestyle"	TRUE	4	9	4	1127	FALSE
54905	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	68	4	5978	FALSE
54908	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	114	4.5	114	FALSE
54912	"$0.99"	"lifestyle"	"travel"	FALSE	3	44	3	53	FALSE
54916	"$0.99"	"lifestyle"	"travel"	FALSE	3	81	3	97	FALSE
54917	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	770	FALSE
54918	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	37	3	1787	FALSE
54919	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	81	3.5	31502	FALSE
54920	"Free"	"lifestyle"	"entertainment"	TRUE	2	839	2	839	FALSE
54922	"Free"	"lifestyle"	"productivity"	TRUE		0	4.5	2073	TRUE
54925	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	7	4.5	145	TRUE
54928	"Free"	"lifestyle"	"entertainment"	TRUE	3	30	2.5	470	FALSE
54929	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	2842	FALSE
54934	"Free"	"lifestyle"	"entertainment"	TRUE	3	8	3	196	FALSE
54935	"Free"	"lifestyle"	"reference"	TRUE	4	22	3.5	616	FALSE
54936	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	60	FALSE
54937	"Free"	"lifestyle"	"education"	TRUE	3.5	27	3	1009	FALSE
54941	"Free"	"lifestyle"	"photo and video"	TRUE	3	24	2.5	765	FALSE
54946	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	364	FALSE
54947	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	31	FALSE
54948	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	545	FALSE
54955	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	16	2	75	FALSE
54957	"$0.99"	"lifestyle"	"travel"	FALSE	3	29	3	42	FALSE
54962	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	10	3	31	FALSE
54970	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	19	3.5	451	FALSE
54973	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	105	FALSE
54974	"Free"	"lifestyle"	"games"	TRUE	4.5	224	4.5	405	FALSE
54975	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	72	4.5	72	FALSE
54990	"Free"	"lifestyle"	"lifestyle"	TRUE	5	514	5	3829	TRUE
54991	"Free"	"lifestyle"	"catalogs"	TRUE	3.5	33	4	62	FALSE
54992	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	14	4.5	39	FALSE
54994	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	70	4.5	86	FALSE
54998	"Free"	"lifestyle"	"games"	TRUE	3.5	7	4.5	53	FALSE
55006	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	543	FALSE
55063	"Free"	"lifestyle"	"productivity"	TRUE	2	7	2	302	FALSE
55066	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	1288	4.5	1288	FALSE
55076	"Free"	"lifestyle"	"entertainment"	TRUE	3	10	4	41	FALSE
55098	"Free"	"lifestyle"	"lifestyle"	TRUE	3	13	4.5	159	FALSE
55115	"Free"	"lifestyle"	"productivity"	TRUE	3.5	49	3.5	58	FALSE
55175	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	1366	TRUE
55182	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	17	2.5	47	FALSE
55194	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	150	FALSE
55231	"Free"	"lifestyle"	"lifestyle"	TRUE	4	30	4	139	FALSE
55251	"Free"	"lifestyle"	"lifestyle"	TRUE		0	5	32	FALSE
55259	"Free"	"lifestyle"	"food and drink"	TRUE	1	9	2	527	FALSE
55268	"Free"	"lifestyle"	"entertainment"	TRUE	4	14	3.5	70	FALSE
55292	"$0.99"	"social networking"	"lifestyle"	FALSE		0	1.5	1789	FALSE
55345	"Free"	"lifestyle"	"entertainment"	TRUE	3	13	3	98	FALSE
55365	"Free"	"lifestyle"	"entertainment"	TRUE	3	255	3	288	FALSE
55367	"Free"	"lifestyle"	"entertainment"	TRUE	3	156	3	242	FALSE
55375	"Free"	"lifestyle"	"lifestyle"	TRUE	3	117	2.5	553	FALSE
55385	"Free"	"lifestyle"	"games"	TRUE	4.5	671	4.5	15408	FALSE
55386	"Free"	"lifestyle"	"games"	TRUE	4	1000	4	2923	FALSE
55406	"Free"	"lifestyle"	"games"	TRUE	2.5	20	3.5	378	TRUE
55459	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	52	FALSE
55462	"Free"	"lifestyle"	"utilities"	TRUE	4	5	4.5	88	FALSE
55465	"$2.99"	"lifestyle"	"food and drink"	FALSE		0	3.5	214	FALSE
55514	"$0.99"	"lifestyle"	"utilities"	FALSE		0	3	62	FALSE
55527	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	73	FALSE
55530	"Free"	"lifestyle"	"games"	TRUE	4	39	4.5	69	FALSE
55572	"Free"	"lifestyle"	"medical"	TRUE	4	68	4.5	1022	FALSE
55573	"$1.99"	"lifestyle"	"medical"	FALSE	4.5	72	4.5	1061	FALSE
55574	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	77	TRUE
55624	"Free"	"lifestyle"	"entertainment"	TRUE	4	13	3.5	46	FALSE
55628	"$0.99"	"lifestyle"	"entertainment"	FALSE	1.5	164	1.5	164	FALSE
55629	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	273	2.5	337	FALSE
55630	"$0.99"	"lifestyle"	"entertainment"	FALSE	2	10	3	122	FALSE
55648	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	90	TRUE
55666	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	229	FALSE
55670	"Free"	"lifestyle"	"utilities"	TRUE	2.5	67	2.5	76	FALSE
55685	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	5	3.5	33	FALSE
55691	"$2.99"	"lifestyle"	"health and fitness"	FALSE	4.5	2537	4.5	4810	FALSE
55692	"Free"	"lifestyle"	"health and fitness"	TRUE	3.5	18	4	45	FALSE
55696	"Free"	"lifestyle"	"entertainment"	TRUE		0	4	101	FALSE
55710	"Free"	"social networking"	"lifestyle"	TRUE		0	4.5	37	FALSE
55735	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	1099	2.5	1190	FALSE
55736	"Free"	"lifestyle"	"photo and video"	TRUE	4	472	3.5	9008	FALSE
55737	"$1.99"	"lifestyle"	"photo and video"	FALSE	3	44	4	271	FALSE
55740	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	36	4.5	55	FALSE
55756	"Free"	"lifestyle"	"sports"	TRUE	2.5	14	4	227	FALSE
55767	"Free"	"lifestyle"	"entertainment"	TRUE	3	29	3	1764	FALSE
55772	"Free"	"lifestyle"	"entertainment"	TRUE	3	87	3	87	FALSE
55775	"Free"	"lifestyle"	"entertainment"	TRUE	3	25	3	363	FALSE
55778	"Free"	"lifestyle"	"entertainment"	TRUE	4	12	3.5	379	FALSE
55779	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	72	4.5	827	FALSE
55785	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	31	FALSE
55789	"$1.99"	"lifestyle"	"entertainment"	FALSE	4	6	3	86	FALSE
55807	"Free"	"lifestyle"	"games"	TRUE	4.5	176	4	2898	FALSE
55811	"Free"	"lifestyle"	"education"	TRUE	2.5	6	4	90	FALSE
55832	"$1.99"	"lifestyle"	"games"	FALSE	4.5	6	4	34	FALSE
55833	"$1.99"	"lifestyle"	"games"	FALSE	4	10	4	33	FALSE
55836	"$1.99"	"lifestyle"	"games"	FALSE		0	3.5	32	FALSE
55855	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	52	FALSE
55887	"Free"	"lifestyle"	"lifestyle"	TRUE	2	34	2	1659	FALSE
55898	"Free"	"lifestyle"	"entertainment"	TRUE	3	555	3	555	FALSE
55906	"$1.99"	"lifestyle"	"entertainment"	FALSE	3	105	3	105	FALSE
55908	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	49	3	206	FALSE
55921	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	7058	2.5	7058	FALSE
55924	"$0.99"	"lifestyle"	"entertainment"	FALSE	1	34	1	119	FALSE
55931	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	10	3.5	270	FALSE
55936	"Free"	"lifestyle"	"lifestyle"	TRUE	3	589	3	633	FALSE
55937	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	319	FALSE
55942	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	732	FALSE
55945	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	4146	FALSE
55946	"Free"	"lifestyle"	"entertainment"	TRUE	3	8	4.5	32	FALSE
55949	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	37	2.5	37	FALSE
55952	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	330	2	869	FALSE
55962	"Free"	"lifestyle"	"entertainment"	TRUE	4	26	2.5	4738	FALSE
55963	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	81	3	101	FALSE
55975	"Free"	"lifestyle"	"books"	TRUE	2	9	2.5	16483	FALSE
55994	"Free"	"lifestyle"	"entertainment"	TRUE	4	9	2.5	224	FALSE
55995	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	175	FALSE
55996	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	81	3.5	81	FALSE
56004	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	109	3	121581	TRUE
56005	"Free"	"lifestyle"	"entertainment"	TRUE	4	97	3.5	5301	FALSE
56007	"$4.99"	"lifestyle"	"entertainment"	FALSE	4.5	24	4	1573	TRUE
56008	"Free"	"lifestyle"	"entertainment"	TRUE	2	24	2.5	1713	FALSE
56010	"$4.99"	"lifestyle"	"photo and video"	FALSE	4	8	3.5	64	FALSE
56017	"$2.99"	"lifestyle"	"entertainment"	FALSE		0	3	1062	FALSE
56019	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	33	FALSE
56020	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	136	FALSE
56024	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	7	4.5	33	FALSE
56025	"Free"	"lifestyle"	"entertainment"	TRUE	3	28	2.5	88	FALSE
56030	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	59	FALSE
56035	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	1075	TRUE
56036	"$0.99"	"lifestyle"	"entertainment"	FALSE	3.5	34	3	41	FALSE
56043	"Free"	"lifestyle"	"entertainment"	TRUE	1	5	2.5	3059	FALSE
56044	"Free"	"lifestyle"	"lifestyle"	TRUE	4	5	3	6985	FALSE
56046	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	5	2	196	FALSE
56048	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	73	TRUE
56054	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	110	FALSE
56077	"Free"	"lifestyle"	"lifestyle"	TRUE	5	717	5	1691	FALSE
56079	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3	52	3	66	FALSE
56101	"Free"	"lifestyle"	"entertainment"	TRUE	4	401	4	1543	FALSE
56111	"Free"	"lifestyle"	"catalogs"	TRUE	2.5	9	3.5	94	FALSE
56190	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	153	2.5	153	FALSE
56223	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3.5	30	FALSE
56241	"$1.99"	"lifestyle"	"entertainment"	FALSE		0	3	480	FALSE
56287	"Free"	"lifestyle"	"entertainment"	TRUE	4	55	4	1000	TRUE
56353	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3	40	3	92	FALSE
56361	"Free"	"lifestyle"	"social networking"	TRUE	2.5	156	2.5	156	FALSE
56362	"$0.99"	"lifestyle"	"social networking"	FALSE	2	32	2	32	FALSE
56368	"Free"	"lifestyle"	"utilities"	TRUE	2	17	2	267	FALSE
56379	"Free"	"lifestyle"	"education"	TRUE		0	4.5	40	FALSE
56442	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	16	4	773	FALSE
56461	"$0.99"	"lifestyle"	"news"	FALSE	4	30	4	40	FALSE
56482	"Free"	"lifestyle"	"lifestyle"	TRUE	3	9	3.5	41	FALSE
56483	"$3.99"	"lifestyle"	"entertainment"	FALSE	5	20	5	55	FALSE
56493	"Free"	"lifestyle"	"health and fitness"	TRUE	2	22	3.5	668	FALSE
56527	"$0.99"	"lifestyle"	"medical"	FALSE	4	10	3	70	FALSE
56553	"Free"	"lifestyle"	"entertainment"	TRUE	1.5	7	2	68	TRUE
56556	"Free"	"social networking"	"lifestyle"	TRUE		0	4	80	TRUE
56671	"Free"	"lifestyle"	"entertainment"	TRUE	3	24	2.5	67	FALSE
56683	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	36	FALSE
56699	"Free"	"lifestyle"	"games"	TRUE	3.5	142	4	145	FALSE
56702	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2	47	FALSE
56714	"Free"	"lifestyle"	"entertainment"	TRUE	3	556	2.5	2370	FALSE
56716	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	60	TRUE
56722	"$0.99"	"lifestyle"	"entertainment"	FALSE	2	7	2	396	FALSE
56728	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	11	4	59441	TRUE
56731	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	88	3.5	88	FALSE
56755	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	2824	TRUE
56757	"Free"	"lifestyle"	"sports"	TRUE	4.5	71	4.5	1656	TRUE
56828	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	24	2	19559	FALSE
56854	"$4.99"	"lifestyle"	"music"	FALSE	4	300	4	21473	TRUE
56878	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	68	FALSE
56907	"$1.99"	"lifestyle"	"reference"	FALSE		0	3	119	FALSE
56908	"$1.99"	"lifestyle"	"reference"	FALSE		0	3	59	FALSE
56918	"$7.99"	"lifestyle"	"lifestyle"	FALSE	2	5	3	164	FALSE
56923	"$3.99"	"lifestyle"	"lifestyle"	FALSE	3	5	2.5	177	FALSE
56924	"$3.99"	"lifestyle"	"lifestyle"	FALSE	5	6	2.5	169	FALSE
56926	"Free"	"lifestyle"	"reference"	TRUE	2	28	2	45	FALSE
56935	"$3.99"	"lifestyle"	"lifestyle"	FALSE		0	2	384	FALSE
56936	"$3.99"	"lifestyle"	"lifestyle"	FALSE		0	3	39	FALSE
56948	"Free"	"lifestyle"	"food and drink"	TRUE	3	45	3	68	FALSE
56968	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3	12	4	41	FALSE
56971	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	55	3	104	FALSE
56977	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	32	TRUE
56980	"Free"	"lifestyle"	"lifestyle"	TRUE		0	5	33	TRUE
57024	"Free"	"lifestyle"	"lifestyle"	TRUE	3	19	3	89	FALSE
57121	"Free"	"lifestyle"	"lifestyle"	TRUE	5	26	4.5	46	FALSE
57132	"Free"	"lifestyle"	"books"	TRUE		0	5	36	FALSE
57136	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	276	FALSE
57163	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	14	4	32	FALSE
57188	"$0.99"	"lifestyle"	"social networking"	FALSE	2.5	187	2.5	917	FALSE
57190	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	36	FALSE
57199	"Free"	"lifestyle"	"social networking"	TRUE	2.5	577	2.5	1681	FALSE
57218	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	799	2	799	FALSE
57219	"$9.99"	"lifestyle"	"entertainment"	FALSE	2.5	47	2.5	47	FALSE
57254	"$1.99"	"lifestyle"	"lifestyle"	FALSE	3.5	64	3.5	77	FALSE
57261	"$0.99"	"lifestyle"	"travel"	FALSE	4	28	3	819	FALSE
57264	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	152	TRUE
57270	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	27	2	167	FALSE
57272	"Free"	"social networking"	"lifestyle"	TRUE	2.5	48	3	98	FALSE
57291	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	6	3	113	FALSE
57299	"Free"	"lifestyle"	"travel"	TRUE	4	50	2.5	279	FALSE
57303	"Free"	"lifestyle"	"travel"	TRUE	2.5	13	3	8333	FALSE
57304	"Free"	"social networking"	"lifestyle"	TRUE		0	2	528	TRUE
57308	"Free"	"lifestyle"	"music"	TRUE		0	3	4394	FALSE
57309	"Free"	"social networking"	"lifestyle"	TRUE	2	7	2.5	114	FALSE
57314	"Free"	"social networking"	"lifestyle"	TRUE	4.5	45	4	605	FALSE
57317	"Free"	"social networking"	"lifestyle"	TRUE	4	60	4	132	FALSE
57319	"Free"	"social networking"	"lifestyle"	TRUE	4.5	16	3	360	TRUE
57320	"Free"	"social networking"	"lifestyle"	TRUE		0	2	58	FALSE
57415	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	337	FALSE
57417	"Free"	"lifestyle"	"health and fitness"	TRUE	3.5	21	3.5	135	FALSE
57451	"Free"	"lifestyle"	"utilities"	TRUE	2.5	36	2.5	36	FALSE
57461	"Free"	"lifestyle"	"social networking"	TRUE	4.5	478	4.5	9164	TRUE
57469	"Free"	"lifestyle"	"lifestyle"	TRUE	5	6	5	37	FALSE
57480	"Free"	"lifestyle"	"news"	TRUE	5	19	4	66	FALSE
57485	"Free"	"lifestyle"	"social networking"	TRUE	5	63	5	63	FALSE
57525	"Free"	"lifestyle"	"games"	TRUE		0	4.5	91	FALSE
57554	"Free"	"lifestyle"	"lifestyle"	TRUE	5	6	4.5	45	FALSE
57562	"$13.99"	"lifestyle"	"books"	FALSE	4.5	32	4	64	FALSE
57566	"Free"	"lifestyle"	"social networking"	TRUE		0	5	69	FALSE
57582	"Free"	"lifestyle"	"entertainment"	TRUE	3	17	2.5	55	FALSE
57632	"Free"	"lifestyle"	"music"	TRUE	2.5	65	2.5	65	FALSE
57666	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	139	FALSE
57675	"Free"	"lifestyle"	"lifestyle"	TRUE	3	38	3	38	FALSE
57727	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	31	FALSE
57734	"Free"	"lifestyle"	"travel"	TRUE		0	4.5	71	TRUE
57782	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	47	TRUE
57787	"Free"	"social networking"	"lifestyle"	TRUE		0	4	31	FALSE
57806	"Free"	"lifestyle"	"navigation"	TRUE		0	3	344	FALSE
57811	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	26	4.5	3958	FALSE
57844	"Free"	"lifestyle"	"education"	TRUE	3	19	3.5	88	FALSE
57850	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	26	3.5	287	FALSE
57912	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	19	3	33	FALSE
57916	"Free"	"lifestyle"	"education"	TRUE	2	96	2	96	FALSE
57919	"$4.99"	"lifestyle"	"music"	FALSE		0	3	42	FALSE
57925	"$0.99"	"lifestyle"	"utilities"	FALSE		0	4	31	FALSE
57933	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4	33	FALSE
57977	"$4.99"	"lifestyle"	"lifestyle"	FALSE	2.5	51	2.5	51	FALSE
57986	"$0.99"	"lifestyle"	"entertainment"	FALSE	2	81	2	81	FALSE
57999	"$3.99"	"lifestyle"	"lifestyle"	FALSE	5	11	3.5	991	FALSE
58018	"Free"	"lifestyle"	"social networking"	TRUE	4.5	184	4.5	206	FALSE
58022	"Free"	"lifestyle"	"social networking"	TRUE		0	5	139	TRUE
58023	"Free"	"lifestyle"	"photo and video"	TRUE	4.5	307	5	426	FALSE
58024	"Free"	"lifestyle"	"utilities"	TRUE	4.5	293	4.5	336	FALSE
58025	"Free"	"lifestyle"	"utilities"	TRUE	4.5	1193	4.5	1289	FALSE
58028	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	177	4.5	204	FALSE
58029	"Free"	"social networking"	"lifestyle"	TRUE	3.5	289	4.5	1555	FALSE
58042	"$0.99"	"lifestyle"	"health and fitness"	FALSE		0	4.5	168	FALSE
58048	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3	553	3	553	FALSE
58052	"$6.99"	"lifestyle"	"lifestyle"	FALSE	4.5	93	4.5	93	FALSE
58069	"Free"	"lifestyle"	"utilities"	TRUE	5	1626	5	4570	FALSE
58074	"Free"	"social networking"	"lifestyle"	TRUE	4.5	120	4.5	140	FALSE
58096	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	130	FALSE
58115	"Free"	"social networking"	"lifestyle"	TRUE	4.5	1773	4.5	1929	FALSE
58116	"Free"	"lifestyle"	"social networking"	TRUE	4.5	106	4.5	124	FALSE
58142	"Free"	"lifestyle"	"lifestyle"	TRUE	5	11	5	49	FALSE
58153	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	33	FALSE
58159	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	36	2	922	FALSE
58163	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	28	2	31	FALSE
58178	"Free"	"lifestyle"	"travel"	TRUE	2	5	3.5	382	TRUE
58196	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	6	3	66	TRUE
58215	"Free"	"lifestyle"	"photo and video"	TRUE		0	3	183	FALSE
58216	"Free"	"lifestyle"	"lifestyle"	TRUE	1	6	3	39	FALSE
58220	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	130	TRUE
58230	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	81	3	97	FALSE
58232	"$2.99"	"lifestyle"	"productivity"	FALSE		0	3	62	FALSE
58233	"$0.99"	"lifestyle"	"productivity"	FALSE		0	2.5	236	FALSE
58319	"Free"	"lifestyle"	"entertainment"	TRUE	3	25	3.5	221	FALSE
58322	"$1.99"	"lifestyle"	"entertainment"	FALSE	2.5	68	2.5	136	FALSE
58327	"Free"	"lifestyle"	"photo and video"	TRUE	3.5	6	3	821	FALSE
58329	"Free"	"lifestyle"	"reference"	TRUE	2	75	2	101	FALSE
58330	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	401	2.5	420	FALSE
58332	"Free"	"lifestyle"	"entertainment"	TRUE	4	69	4	466	TRUE
58337	"$0.99"	"lifestyle"	"entertainment"	FALSE	3.5	44	3.5	52	FALSE
58343	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	236	3	28988	FALSE
58344	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	55	3	10099	FALSE
58345	"Free"	"lifestyle"	"entertainment"	TRUE	4	20	2.5	273	FALSE
58347	"$1.99"	"lifestyle"	"lifestyle"	FALSE	3	46	3	63	FALSE
58353	"Free"	"lifestyle"	"games"	TRUE		0	4.5	47	FALSE
58371	"Free"	"lifestyle"	"food and drink"	TRUE		0	4	68	FALSE
58380	"Free"	"lifestyle"	"lifestyle"	TRUE	3	14	2	540	TRUE
58381	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	51	TRUE
58382	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2	48	TRUE
58383	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	39	1.5	181	FALSE
